"global_step","episode_count","replay_size","epsilon","loss","mean_reward_100","expert_action_loss","expert_bc_weight","expert_replay_size","action_counts","connection_status","idle_delta","non_idle_delta"
"96699","312","20000","0.050000000000000044","0.012306966469623148","-2.3722899498511105","0.0","0.0","0","{""0"": 19772, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"96799","312","20000","0.050000000000000044","0.011719397981651128","-2.3722899498511105","0.0","0.0","0","{""0"": 19872, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"96899","314","20000","0.050000000000000044","0.0122922807559371","-2.3677299524191766","0.0","0.0","0","{""0"": 19972, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"96999","314","20000","0.050000000000000044","0.011662117498926818","-2.3677299524191766","0.0","0.0","0","{""0"": 20072, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"97099","314","20000","0.050000000000000044","0.011029911441728473","-2.3677299524191766","0.0","0.0","0","{""0"": 20172, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"97199","314","20000","0.050000000000000044","0.011392917362973093","-2.3677299524191766","0.0","0.0","0","{""0"": 20272, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"97299","314","20000","0.050000000000000044","0.010827815225347877","-2.3677299524191766","0.0","0.0","0","{""0"": 20372, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"97399","316","20000","0.050000000000000044","0.011465868554078043","-2.4768199501745403","0.0","0.0","0","{""0"": 20472, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"97499","316","20000","0.050000000000000044","0.012018761136569084","-2.4768199501745403","0.0","0.0","0","{""0"": 20572, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"97599","316","20000","0.050000000000000044","0.01172623384743929","-2.4768199501745403","0.0","0.0","0","{""0"": 20672, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"97699","316","20000","0.050000000000000044","0.011374612073414028","-2.4768199501745403","0.0","0.0","0","{""0"": 20772, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"97799","316","20000","0.050000000000000044","0.010418589941691607","-2.4768199501745403","0.0","0.0","0","{""0"": 20872, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"97899","316","20000","0.050000000000000044","0.009226234385278077","-2.4768199501745403","0.0","0.0","0","{""0"": 20972, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"97999","318","20000","0.050000000000000044","0.009945458949077874","-2.555299948998727","0.0","0.0","0","{""0"": 21072, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"98099","318","20000","0.050000000000000044","0.010558287983294577","-2.555299948998727","0.0","0.0","0","{""0"": 21172, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"98199","318","20000","0.050000000000000044","0.010702117660548538","-2.555299948998727","0.0","0.0","0","{""0"": 21272, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"98299","318","20000","0.050000000000000044","0.012535062653478235","-2.555299948998727","0.0","0.0","0","{""0"": 21372, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"98399","318","20000","0.050000000000000044","0.011830439509358257","-2.555299948998727","0.0","0.0","0","{""0"": 21472, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"98499","320","20000","0.050000000000000044","0.012076864370610564","-2.6110699508013204","0.0","0.0","0","{""0"": 21572, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"98599","320","20000","0.050000000000000044","0.012245050461497159","-2.6110699508013204","0.0","0.0","0","{""0"": 21672, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"98699","320","20000","0.050000000000000044","0.011459102788940072","-2.6110699508013204","0.0","0.0","0","{""0"": 21772, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"98799","320","20000","0.050000000000000044","0.011051354864612221","-2.6110699508013204","0.0","0.0","0","{""0"": 21872, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"98899","320","20000","0.050000000000000044","0.01020881491014734","-2.6110699508013204","0.0","0.0","0","{""0"": 21972, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"98999","322","20000","0.050000000000000044","0.009910205907654018","-2.5904599525080996","0.0","0.0","0","{""0"": 22072, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"99099","322","20000","0.050000000000000044","0.010249586584977806","-2.5904599525080996","0.0","0.0","0","{""0"": 22172, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"99199","322","20000","0.050000000000000044","0.01075286665931344","-2.5904599525080996","0.0","0.0","0","{""0"": 22272, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"99299","322","20000","0.050000000000000044","0.011218244801275432","-2.5904599525080996","0.0","0.0","0","{""0"": 22372, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"99399","322","20000","0.050000000000000044","0.011506075740326195","-2.5904599525080996","0.0","0.0","0","{""0"": 22472, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"99499","324","20000","0.050000000000000044","0.010353406087961047","-2.6167999509116635","0.0","0.0","0","{""0"": 22572, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"99599","324","20000","0.050000000000000044","0.010673178306315095","-2.6167999509116635","0.0","0.0","0","{""0"": 22672, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"99699","324","20000","0.050000000000000044","0.011214897967875004","-2.6167999509116635","0.0","0.0","0","{""0"": 22772, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"99799","324","20000","0.050000000000000044","0.010521995357703418","-2.6167999509116635","0.0","0.0","0","{""0"": 22872, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"99899","324","20000","0.050000000000000044","0.01101146989967674","-2.6167999509116635","0.0","0.0","0","{""0"": 22972, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"99999","326","20000","0.050000000000000044","0.010570241063833237","-2.707359950537793","0.0","0.0","0","{""0"": 23072, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"100099","326","20000","0.050000000000000044","0.009978640298359097","-2.707359950537793","0.0","0.0","0","{""0"": 23172, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"100199","326","20000","0.050000000000000044","0.010522443682421","-2.707359950537793","0.0","0.0","0","{""0"": 23272, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"100299","326","20000","0.050000000000000044","0.011151044531725347","-2.707359950537793","0.0","0.0","0","{""0"": 23372, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"100399","326","20000","0.050000000000000044","0.010531140405219049","-2.707359950537793","0.0","0.0","0","{""0"": 23472, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"100499","326","20000","0.050000000000000044","0.009831776542123407","-2.707359950537793","0.0","0.0","0","{""0"": 23572, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"100599","328","20000","0.050000000000000044","0.009336847718805075","-2.595859952820465","0.0","0.0","0","{""0"": 23672, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"100699","328","20000","0.050000000000000044","0.008574893570039422","-2.595859952820465","0.0","0.0","0","{""0"": 23772, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"100799","328","20000","0.050000000000000044","0.008677912643179297","-2.595859952820465","0.0","0.0","0","{""0"": 23872, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"100899","328","20000","0.050000000000000044","0.00869761111913249","-2.595859952820465","0.0","0.0","0","{""0"": 23972, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"100999","328","20000","0.050000000000000044","0.009953374720644205","-2.595859952820465","0.0","0.0","0","{""0"": 24072, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"101099","330","20000","0.050000000000000044","0.010277090026065708","-2.690079951416701","0.0","0.0","0","{""0"": 24172, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"101199","330","20000","0.050000000000000044","0.011705789379775525","-2.690079951416701","0.0","0.0","0","{""0"": 24272, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"101299","330","20000","0.050000000000000044","0.012322153493296356","-2.690079951416701","0.0","0.0","0","{""0"": 24372, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"101399","330","20000","0.050000000000000044","0.010659267941955477","-2.690079951416701","0.0","0.0","0","{""0"": 24472, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"101499","330","20000","0.050000000000000044","0.01063872523372993","-2.690079951416701","0.0","0.0","0","{""0"": 24572, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"101599","331","20000","0.050000000000000044","0.009159507472068071","-2.687199950814247","0.0","0.0","0","{""0"": 24672, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"101699","331","20000","0.050000000000000044","0.007824265512172133","-2.687199950814247","0.0","0.0","0","{""0"": 24772, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"101799","331","20000","0.050000000000000044","0.008304796207230538","-2.687199950814247","0.0","0.0","0","{""0"": 24872, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"101899","331","20000","0.050000000000000044","0.007435019093099982","-2.687199950814247","0.0","0.0","0","{""0"": 24972, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"101999","332","20000","0.050000000000000044","0.007752466956153512","-2.7425599510082974","0.0","0.0","0","{""0"": 25072, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"102099","332","20000","0.050000000000000044","0.009551292164251208","-2.7425599510082974","0.0","0.0","0","{""0"": 25172, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"102199","332","20000","0.050000000000000044","0.010026791654527188","-2.7425599510082974","0.0","0.0","0","{""0"": 25272, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"102299","332","20000","0.050000000000000044","0.00992106280173175","-2.7425599510082974","0.0","0.0","0","{""0"": 25372, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"102399","332","20000","0.050000000000000044","0.010151324515463784","-2.7425599510082974","0.0","0.0","0","{""0"": 25472, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"102499","332","20000","0.050000000000000044","0.009142022939631716","-2.7425599510082974","0.0","0.0","0","{""0"": 25572, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"102599","332","20000","0.050000000000000044","0.00882250454626046","-2.7425599510082974","0.0","0.0","0","{""0"": 25672, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"102699","332","20000","0.050000000000000044","0.009785770748276263","-2.7425599510082974","0.0","0.0","0","{""0"": 25772, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"102799","334","20000","0.050000000000000044","0.010525733220856637","-2.6414999520918356","0.0","0.0","0","{""0"": 25872, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"102899","334","20000","0.050000000000000044","0.010982810088898986","-2.6414999520918356","0.0","0.0","0","{""0"": 25972, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"102999","334","20000","0.050000000000000044","0.011563357792329042","-2.6414999520918356","0.0","0.0","0","{""0"": 26072, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","connected","100","0"
"103042","334","20000","0.050000000000000044","0.011301087159663438","-2.6414999520918356","0.0","0.0","0","{""0"": 26115, ""1"": 15461, ""2"": 17344, ""3"": 14331, ""4"": 19979, ""5"": 9812}","stopped","43","0"
