global_step,episode_count,replay_size,epsilon,loss,mean_reward_100,expert_action_loss,expert_bc_weight,expert_replay_size,action_counts,connection_status
99,0,99,0.9984325,0.0,0.0,0.0,0.35,8730,"{""0"": 22, ""1"": 13, ""2"": 19, ""3"": 13, ""4"": 19, ""5"": 13}",connected
199,0,199,0.9968491666666667,0.0,0.0,0.0,0.35,8730,"{""0"": 45, ""1"": 38, ""2"": 28, ""3"": 26, ""4"": 31, ""5"": 31}",connected
299,0,299,0.9952658333333333,0.0,0.0,0.0,0.35,8730,"{""0"": 66, ""1"": 47, ""2"": 43, ""3"": 43, ""4"": 53, ""5"": 47}",connected
399,0,399,0.9936825,0.0,0.0,0.0,0.35,8730,"{""0"": 81, ""1"": 64, ""2"": 65, ""3"": 61, ""4"": 68, ""5"": 60}",connected
499,0,499,0.9920991666666666,0.0,0.0,0.0,0.35,8730,"{""0"": 100, ""1"": 82, ""2"": 78, ""3"": 79, ""4"": 83, ""5"": 77}",connected
599,0,599,0.9905158333333334,0.0,0.0,0.0,0.35,8730,"{""0"": 121, ""1"": 96, ""2"": 90, ""3"": 98, ""4"": 98, ""5"": 96}",connected
699,0,699,0.9889325,0.0,0.0,0.0,0.35,8730,"{""0"": 140, ""1"": 113, ""2"": 112, ""3"": 114, ""4"": 110, ""5"": 110}",connected
799,2,799,0.9873491666666667,0.0,-6.369537031976506,0.0,0.35,8730,"{""0"": 160, ""1"": 130, ""2"": 124, ""3"": 129, ""4"": 130, ""5"": 126}",connected
899,2,899,0.9857658333333333,0.0,-6.369537031976506,0.0,0.35,8730,"{""0"": 180, ""1"": 142, ""2"": 144, ""3"": 146, ""4"": 144, ""5"": 143}",connected
999,2,999,0.9841825,0.0,-6.369537031976506,0.0,0.35,8730,"{""0"": 201, ""1"": 161, ""2"": 161, ""3"": 163, ""4"": 153, ""5"": 160}",connected
1099,2,1099,0.9825991666666667,0.0,-6.369537031976506,0.0,0.35,8730,"{""0"": 214, ""1"": 182, ""2"": 179, ""3"": 178, ""4"": 174, ""5"": 172}",connected
1199,2,1199,0.9810158333333333,0.0,-6.369537031976506,0.0,0.35,8730,"{""0"": 227, ""1"": 199, ""2"": 195, ""3"": 199, ""4"": 195, ""5"": 184}",connected
1299,2,1299,0.9794325,0.0,-6.369537031976506,0.0,0.35,8730,"{""0"": 238, ""1"": 213, ""2"": 214, ""3"": 221, ""4"": 211, ""5"": 202}",connected
1399,2,1399,0.9778491666666667,0.0,-6.369537031976506,0.0,0.35,8730,"{""0"": 256, ""1"": 224, ""2"": 237, ""3"": 239, ""4"": 228, ""5"": 215}",connected
1499,4,1499,0.9762658333333334,0.0,-6.308532730909064,0.0,0.35,8730,"{""0"": 272, ""1"": 247, ""2"": 260, ""3"": 249, ""4"": 246, ""5"": 225}",connected
1599,4,1599,0.9746825,0.0,-6.308532730909064,0.0,0.35,8730,"{""0"": 287, ""1"": 267, ""2"": 275, ""3"": 267, ""4"": 261, ""5"": 242}",connected
1699,4,1699,0.9730991666666666,0.0,-6.308532730909064,0.0,0.35,8730,"{""0"": 305, ""1"": 280, ""2"": 288, ""3"": 279, ""4"": 283, ""5"": 264}",connected
1799,4,1799,0.9715158333333334,0.0,-6.308532730909064,0.0,0.35,8730,"{""0"": 321, ""1"": 294, ""2"": 303, ""3"": 297, ""4"": 303, ""5"": 281}",connected
1899,4,1899,0.9699325,0.0,-6.308532730909064,0.0,0.35,8730,"{""0"": 334, ""1"": 313, ""2"": 321, ""3"": 312, ""4"": 327, ""5"": 292}",connected
1999,4,1999,0.9683491666666667,0.0,-6.308532730909064,0.0,0.35,8730,"{""0"": 352, ""1"": 330, ""2"": 338, ""3"": 326, ""4"": 344, ""5"": 309}",connected
2099,4,2099,0.9667658333333333,6.793084545135498,-6.308532730909064,0.3916135811805725,0.35,8730,"{""0"": 374, ""1"": 341, ""2"": 353, ""3"": 350, ""4"": 353, ""5"": 328}",connected
2199,6,2199,0.9651825,6.405283737182617,-6.658569918790211,0.4414845865964889,0.35,8730,"{""0"": 396, ""1"": 367, ""2"": 357, ""3"": 365, ""4"": 373, ""5"": 341}",connected
2299,6,2299,0.9635991666666667,5.946799300511678,-6.658569918790211,0.43788655201594034,0.35,8730,"{""0"": 413, ""1"": 384, ""2"": 369, ""3"": 380, ""4"": 395, ""5"": 358}",connected
2399,6,2399,0.9620158333333333,5.6576484155654905,-6.658569918790211,0.4274646183848381,0.35,8730,"{""0"": 433, ""1"": 404, ""2"": 380, ""3"": 401, ""4"": 407, ""5"": 374}",connected
2499,6,2499,0.9604325,5.0722238421440125,-6.658569918790211,0.4316156876087189,0.35,8730,"{""0"": 446, ""1"": 421, ""2"": 394, ""3"": 422, ""4"": 429, ""5"": 387}",connected
2599,6,2599,0.9588491666666666,4.767378137111664,-6.658569918790211,0.4149451133608818,0.35,8730,"{""0"": 454, ""1"": 437, ""2"": 419, ""3"": 439, ""4"": 447, ""5"": 403}",connected
2699,6,2699,0.9572658333333334,4.672747054100037,-6.658569918790211,0.41251678436994554,0.35,8730,"{""0"": 467, ""1"": 455, ""2"": 429, ""3"": 450, ""4"": 468, ""5"": 430}",connected
2799,6,2799,0.9556825,4.498582298755646,-6.658569918790211,0.4283171996474266,0.35,8730,"{""0"": 486, ""1"": 469, ""2"": 442, ""3"": 471, ""4"": 483, ""5"": 448}",connected
2899,8,2899,0.9540991666666667,4.456113810539246,-6.499510542606004,0.4328991729021072,0.35,8730,"{""0"": 507, ""1"": 481, ""2"": 460, ""3"": 483, ""4"": 498, ""5"": 470}",connected
2999,8,2999,0.9525158333333333,4.269348990917206,-6.499510542606004,0.44167529374361036,0.35,8730,"{""0"": 519, ""1"": 496, ""2"": 480, ""3"": 502, ""4"": 506, ""5"": 496}",connected
3099,8,3099,0.9509325,4.133877918720246,-6.499510542606004,0.4536417004466057,0.35,8730,"{""0"": 535, ""1"": 507, ""2"": 504, ""3"": 519, ""4"": 527, ""5"": 507}",connected
3199,8,3199,0.9493491666666667,4.028783301115036,-6.499510542606004,0.45756965488195417,0.35,8730,"{""0"": 555, ""1"": 523, ""2"": 521, ""3"": 535, ""4"": 545, ""5"": 520}",connected
3299,8,3299,0.9477658333333333,3.8370979273319246,-6.499510542606004,0.4689457240700722,0.35,8730,"{""0"": 572, ""1"": 536, ""2"": 536, ""3"": 557, ""4"": 558, ""5"": 540}",connected
3399,8,3399,0.9461825,3.743396497964859,-6.499510542606004,0.4787969610095024,0.35,8730,"{""0"": 589, ""1"": 561, ""2"": 547, ""3"": 575, ""4"": 569, ""5"": 558}",connected
3499,8,3499,0.9445991666666667,3.5837625885009765,-6.499510542606004,0.4895889291167259,0.35,8730,"{""0"": 603, ""1"": 576, ""2"": 558, ""3"": 598, ""4"": 586, ""5"": 578}",connected
3599,10,3599,0.9430158333333334,3.450342140197754,-6.443251853669063,0.4977531921863556,0.35,8730,"{""0"": 622, ""1"": 590, ""2"": 583, ""3"": 610, ""4"": 609, ""5"": 585}",connected
3699,10,3699,0.9414325,3.320707601308823,-6.443251853669063,0.5126839417219162,0.35,8730,"{""0"": 634, ""1"": 604, ""2"": 605, ""3"": 628, ""4"": 631, ""5"": 597}",connected
3799,10,3799,0.9398491666666666,3.1592875111103056,-6.443251853669063,0.5176792326569557,0.35,8730,"{""0"": 644, ""1"": 615, ""2"": 623, ""3"": 651, ""4"": 650, ""5"": 616}",connected
3899,10,3899,0.9382658333333334,3.130351469516754,-6.443251853669063,0.5216700544953347,0.35,8730,"{""0"": 654, ""1"": 639, ""2"": 634, ""3"": 674, ""4"": 665, ""5"": 633}",connected
3999,10,3999,0.9366825,3.1381563103199004,-6.443251853669063,0.527965484559536,0.35,8730,"{""0"": 673, ""1"": 651, ""2"": 650, ""3"": 687, ""4"": 681, ""5"": 657}",connected
4099,10,4099,0.9350991666666667,3.1969969940185545,-6.443251853669063,0.5325631740689277,0.35,8730,"{""0"": 688, ""1"": 665, ""2"": 669, ""3"": 706, ""4"": 694, ""5"": 677}",connected
4199,10,4199,0.9335158333333333,3.1633921420574187,-6.443251853669063,0.541137917637825,0.35,8730,"{""0"": 706, ""1"": 682, ""2"": 687, ""3"": 720, ""4"": 712, ""5"": 692}",connected
4299,12,4299,0.9319325,3.0115329563617705,-6.484748094071013,0.5469921419024467,0.35,8730,"{""0"": 731, ""1"": 695, ""2"": 710, ""3"": 737, ""4"": 720, ""5"": 706}",connected
4399,12,4399,0.9303491666666667,2.91345587849617,-6.484748094071013,0.5529027062654496,0.35,8730,"{""0"": 748, ""1"": 712, ""2"": 728, ""3"": 750, ""4"": 732, ""5"": 729}",connected
4499,12,4499,0.9287658333333333,2.81741290807724,-6.484748094071013,0.5486794179677963,0.35,8730,"{""0"": 765, ""1"": 727, ""2"": 743, ""3"": 766, ""4"": 752, ""5"": 746}",connected
4599,12,4599,0.9271825,2.744191725254059,-6.484748094071013,0.548389405310154,0.35,8730,"{""0"": 781, ""1"": 746, ""2"": 759, ""3"": 781, ""4"": 775, ""5"": 757}",connected
4699,12,4699,0.9255991666666666,2.735952410697937,-6.484748094071013,0.553779563009739,0.35,8730,"{""0"": 803, ""1"": 761, ""2"": 770, ""3"": 803, ""4"": 789, ""5"": 773}",connected
4799,12,4799,0.9240158333333334,2.671704117059708,-6.484748094071013,0.5596802151203155,0.35,8730,"{""0"": 818, ""1"": 770, ""2"": 793, ""3"": 822, ""4"": 809, ""5"": 787}",connected
4899,12,4899,0.9224325,2.55417787194252,-6.484748094071013,0.5750564301013946,0.35,8730,"{""0"": 839, ""1"": 783, ""2"": 807, ""3"": 843, ""4"": 823, ""5"": 804}",connected
4999,14,4999,0.9208491666666667,2.4343853986263273,-6.432985968954329,0.5807699972391128,0.35,8730,"{""0"": 863, ""1"": 792, ""2"": 833, ""3"": 852, ""4"": 838, ""5"": 821}",connected
5099,14,5099,0.9192658333333333,2.36171392083168,-6.432985968954329,0.5815257063508034,0.35,8730,"{""0"": 883, ""1"": 802, ""2"": 852, ""3"": 872, ""4"": 846, ""5"": 844}",connected
5199,14,5199,0.9176825,2.329122965335846,-6.432985968954329,0.5841022542119026,0.35,8730,"{""0"": 901, ""1"": 811, ""2"": 866, ""3"": 890, ""4"": 866, ""5"": 865}",connected
5299,14,5299,0.9160991666666667,2.2956568348407744,-6.432985968954329,0.5788040584325791,0.35,8730,"{""0"": 919, ""1"": 828, ""2"": 885, ""3"": 904, ""4"": 879, ""5"": 884}",connected
5399,14,5399,0.9145158333333333,2.2865179741382597,-6.432985968954329,0.5757355335354805,0.35,8730,"{""0"": 939, ""1"": 840, ""2"": 906, ""3"": 925, ""4"": 895, ""5"": 894}",connected
5499,14,5499,0.9129325,2.1541733276844024,-6.432985968954329,0.5709009853005409,0.35,8730,"{""0"": 968, ""1"": 854, ""2"": 924, ""3"": 941, ""4"": 907, ""5"": 905}",connected
5599,14,5599,0.9113491666666667,1.9982463467121123,-6.432985968954329,0.5616968858242035,0.35,8730,"{""0"": 978, ""1"": 867, ""2"": 933, ""3"": 963, ""4"": 935, ""5"": 923}",connected
5699,14,5699,0.9097658333333334,1.8841830313205719,-6.432985968954329,0.5538764372467995,0.35,8730,"{""0"": 996, ""1"": 887, ""2"": 940, ""3"": 986, ""4"": 943, ""5"": 947}",connected
5799,16,5799,0.9081825,1.758339023590088,-6.459485424566083,0.5414228507876396,0.35,8730,"{""0"": 1021, ""1"": 902, ""2"": 957, ""3"": 998, ""4"": 957, ""5"": 964}",connected
5899,16,5899,0.9065991666666666,1.7161245512962342,-6.459485424566083,0.5247082498669624,0.35,8730,"{""0"": 1034, ""1"": 918, ""2"": 971, ""3"": 1010, ""4"": 981, ""5"": 985}",connected
5999,16,5999,0.9050158333333334,1.650902898311615,-6.459485424566083,0.5101914030313491,0.35,8730,"{""0"": 1060, ""1"": 931, ""2"": 990, ""3"": 1023, ""4"": 993, ""5"": 1002}",connected
6099,16,6099,0.9034325,1.7221293330192566,-6.459485424566083,0.4975873070955277,0.35,8730,"{""0"": 1071, ""1"": 949, ""2"": 1014, ""3"": 1040, ""4"": 1013, ""5"": 1012}",connected
